Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.8.197-216.58.199.238-53910-443-6,216.58.199.238,443,192.168.8.197,53910,6,21/10/2024 1:53,7607,5,2,2800,0,1400,0,560,766.8115805,0,0,0,0,368082.0297,920.2050743,1267.833333,2033.203622,4848,0,7607,1901.75,2298.988528,4848,0,7493,7493,0,7493,7493,0,0,0,0,100,40,657.2893388,262.9157355,0,1400,350,648.0740698,420000,0,0,0,0,1,0,0,0,0,400,560,0,0,0,0,0,0,0,5,2800,2,0,-1,0,2,0,0,0,0,0,0,0,0,0,Beningn
192.168.8.197-216.239.34.157-53906-443-6,192.168.8.197,53906,216.239.34.157,443,6,21/10/2024 1:53,3568874,17,21,2800,8400,1400,0,164.7058824,464.9478149,1400,0,400,648.0740698,3138.244724,10.64761603,96456.05405,499700.4755,3047308,0,3521859,220116.1875,762024.9394,3071869,49,521566,26078.3,48043.73951,211375,0,0,0,0,0,352,456,4.76340717,5.884208857,0,1400,287.1794872,572.7034169,327989.2038,0,1,0,0,0,0,0,0,1,294.7368421,164.7058824,400,0,0,0,0,0,0,17,2800,21,8400,-1,1040,2,0,0,0,0,0,0,0,0,0,Beningn
192.168.8.197-216.239.34.157-53906-443-6,216.239.34.157,443,192.168.8.197,53906,6,21/10/2024 1:53,1796,1,1,0,0,0,0,0,0,0,0,0,0,0,1113.585746,1796,0,1796,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,556.7928731,556.7928731,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1040,0,0,0,0,0,0,0,0,0,0,Beningn
192.168.8.197-216.239.34.157-53907-443-6,192.168.8.197,53907,216.239.34.157,443,6,21/10/2024 1:53,13109694,28,26,4200,5600,1400,0,150,440.9585518,1400,0,215.3846154,515.1250782,747.5384246,4.119089279,247352.717,1388611.793,1.00E+07,0,1.31E+07,484153.8889,1939223.331,1.00E+07,24,3098291,123931.64,429919.5992,2164151,0,0,0,0,0,572,568,2.13582407,1.983265208,0,1400,178.1818182,470.8899805,221737.3737,0,1,0,0,0,0,0,0,0,181.4814815,150,215.3846154,0,0,0,0,0,0,28,4200,26,5600,-1,1031,3,0,0,0,0,0,0,0,0,0,Beningn
192.168.8.197-216.239.34.157-53907-443-6,216.239.34.157,443,192.168.8.197,53907,6,21/10/2024 1:53,7578,1,1,0,0,0,0,0,0,0,0,0,0,0,263.9218791,7578,0,7578,7578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,131.9609396,131.9609396,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1031,0,0,0,0,0,0,0,0,0,0,Beningn
157.240.236.60-192.168.8.197-443-53894-6,192.168.8.197,53894,157.240.236.60,443,6,21/10/2024 1:52,70248743,9,5,0,0,0,0,0,0,0,0,0,0,0,0.199291822,5403749.462,1.80E+07,6.50E+07,105,7.02E+07,8776101.5,2.28E+07,6.50E+07,105,7.02E+07,1.76E+07,3.50E+07,7.00E+07,31527,0,0,0,0,180,124,0.128116171,0.071175651,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,-1,265,0,0,237672,0,237672,237672,3.50E+07,4.24E+07,6.50E+07,5014896,Beningn
157.240.236.60-192.168.8.197-443-53889-6,192.168.8.197,53889,157.240.236.60,443,6,21/10/2024 1:52,70256012,7,5,0,0,0,0,0,0,0,0,0,0,0,0.170803888,6386910.182,1.95E+07,6.50E+07,53,6.52E+07,1.09E+07,2.65E+07,6.50E+07,143,7.03E+07,1.76E+07,3.50E+07,7.00E+07,23194,0,0,0,0,140,124,0.099635601,0.071168287,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,-1,265,0,0,244956,0,244956,244956,6.50E+07,0,6.50E+07,6.50E+07,Beningn
157.240.235.60-192.168.8.197-443-53893-6,192.168.8.197,53893,157.240.235.60,443,6,21/10/2024 1:52,70249487,9,5,0,0,0,0,0,0,0,0,0,0,0,0.199289712,5403806.692,1.80E+07,6.50E+07,58,6.52E+07,8151020.625,2.30E+07,6.50E+07,112,7.02E+07,1.76E+07,3.50E+07,7.00E+07,40206,0,0,0,0,180,124,0.128114815,0.071174897,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,-1,265,0,0,242143,0,242143,242143,6.50E+07,0,6.50E+07,6.50E+07,Beningn
157.240.7.54-192.168.8.197-443-53890-6,192.168.8.197,53890,157.240.7.54,443,6,21/10/2024 1:52,70263260,10,5,0,0,0,0,0,0,0,0,0,0,0,0.213482836,5018804.286,1.73E+07,6.50E+07,65,7.02E+07,7801799.333,2.15E+07,6.50E+07,65,7.03E+07,1.76E+07,3.50E+07,7.00E+07,45556,0,0,0,0,200,124,0.142321891,0.071160945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,-1,265,0,0,247473,0,247473,247473,3.50E+07,4.24E+07,6.50E+07,5002461,Beningn
157.240.236.60-192.168.8.197-443-53894-6,192.168.8.197,53894,157.240.236.60,443,6,21/10/2024 1:53,9852,0,2,0,0,0,0,0,0,0,0,0,0,0,203.0044661,9852,0,9852,9852,0,0,0,0,0,9852,9852,0,9852,9852,0,0,0,0,0,40,0,203.0044661,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,265,0,0,0,0,0,0,0,0,0,0,Beningn
157.240.236.60-192.168.8.197-443-53889-6,192.168.8.197,53889,157.240.236.60,443,6,21/10/2024 1:53,9840,0,2,0,0,0,0,0,0,0,0,0,0,0,203.2520325,9840,0,9840,9840,0,0,0,0,0,9840,9840,0,9840,9840,0,0,0,0,0,40,0,203.2520325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,265,0,0,0,0,0,0,0,0,0,0,Beningn
157.240.235.60-192.168.8.197-443-53893-6,192.168.8.197,53893,157.240.235.60,443,6,21/10/2024 1:53,27044,0,2,0,0,0,0,0,0,0,0,0,0,0,73.95355717,27044,0,27044,27044,0,0,0,0,0,27044,27044,0,27044,27044,0,0,0,0,0,40,0,73.95355717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,265,0,0,0,0,0,0,0,0,0,0,Beningn
